X,Y,OBJECTID,TFM_ID,TFM_LRS_ID,TFM_DESC,TFM_TYP_DE,MOVEMENT_T,SITE_DESC,ROAD_NBR,DECLARED_R,LOCAL_ROAD,DATA_SRC_C,YEAR_SINCE,LAST_YEAR,DATA_SOURC,TIME_CATEG,AADT_ALLVE,AADT_TRUCK,PER_TRUCKS,HF_NUMBER,HLINK_NUMB,HF_ROUTE,HF_ROUTE_D,HF_DESCRIP,HF_SEQUENC,RAMP_TYPE
2495895.424,2409290.339,21779,53924,96949,SPENCER ST SE OF BOURKE ST,INTERSECTION,All Moves,SPENCER ST/BOURKE ST,5061,SPENCER STREET,SPENCER STREET,SCATS,1,2020,Scats,Less than 2 Years,10000,,,9054,3074,464,0,SPENCER STREET N Bd btwn COLLINS STREET & BOURKE STREET,3,ROAD
2497636.268,2410321.506,21805,54562,96505,NICHOLSON ST S OF VICTORIA PDE,INTERSECTION,All Moves,VICTORIA PDE/NICHOLSON ST,9999,Missing Data,NICHOLSON STREET,SCATS,1,2020,Scats,Less than 2 Years,7100,,,13529,8435,1658,0,NICHOLSON STREET N Bd btwn ALBERT STREET & VICTORIA PARADE,5,ROAD
2497188.066,2409134.407,21971,48529,88763,SWANSTON ST NW OF CONCERT HALL,INTERSECTION,All Moves,ST KILDA RD NR CONCERT HALL,9999,Missing Data,ST KILDA ROAD,SCATS,2,2019,Scats,Between 2 and 5 Years,11000,,,15332,2675,1208,1,ST KILDA ROAD S Bd btwn FLINDERS STREET &,1.5,ROAD
2497319.604,2410121.053,22474,49383,100614,EXHIBITION ST NW OF LONSDALE ST,INTERSECTION,All Moves,EXHIBITION ST/LONSDALE ST,9999,Missing Data,EXHIBITION STREET,SCATS,1,2020,Scats,Less than 2 Years,11000,,,6129,7792,1517,1,EXHIBITION STREET S Bd btwn LATROBE STREET & LONSDALE STREET,1,ROAD
2495865.435,2409372.45,22596,56129,96947,SPENCER ST NW OF BOURKE ST,INTERSECTION,All Moves,SPENCER ST/BOURKE ST,5061,SPENCER STREET,SPENCER STREET,SCATS,1,2020,Scats,Less than 2 Years,10000,,,1391,3072,464,1,SPENCER STREET S Bd btwn LONSDALE STREET & BOURKE STREET,6,ROAD
2496754.145,2410480.14,22886,43596,88019,VICTORIA PDE E OF SWANSTON ST,INTERSECTION,All Moves,VICTORIA ST/SWANSTON ST,5082,VICTORIA STREET,VICTORIA STREET,SCATS,1,2020,Scats,Less than 2 Years,24000,,,8684,3142,470,1,VICTORIA ST W BD BTWN CARDIGAN ST & SWANSTON ST (EAST),6,ROAD
2497921.829,2410593.098,23490,58089,103918,GERTRUDE ST W OF BRUNSWICK ST,INTERSECTION,All Moves,BRUNSWICK ST/GERTRUDE ST,9999,Missing Data,GERTRUDE STREET,SCATS,1,2020,Scats,Less than 2 Years,6500,,,6148,7867,1521,0,GERTRUDE STREET E Bd btwn NICHOLSON STREET & BRUNSWICK STREET,1,ROAD
2495942.728,2409837.911,23506,57350,103575,KING ST NW OF LA TROBE ST,INTERSECTION,All Moves,KING ST/LA TROBE ST,5041,KING STREET,KING STREET,SCATS,1,2020,Scats,Less than 2 Years,,,,1750,2943,875,1,KING STREET S Bd btwn DUDLEY STREET & LATROBE STREET,3,ROAD
2497853.162,2410142.315,24676,49703,96394,GISBORNE ST S OF ALBERT ST,INTERSECTION,All Moves,ALBERT ST/GISBORNE ST,9999,Missing Data,GISBORNE STREET,SCATS,1,2020,Scats,Less than 2 Years,4900,,,13998,7886,1248,0,GISBORNE STREET N Bd btwn CATHEDRAL PLACE & ALBERT STREET,8,ROAD
2497907.69,2409019.128,24814,56254,100381,TOLLPOINT8A BATMAN AVE S BD BTW FLINDERS ST & SWAN ST,MIDBLOCK,All Moves,TOLLZONE8B BATMAN AVE BTW FLINDERS ST & SWAN ST,2997,BATMAN AVENUE TOLLWAY,BATMAN AVENUE,CTLFT,2,2019,Telemetry,Between 2 and 5 Years,10000,730,0.07,16022,2321,422,0,BATMAN AVENUE TOLLWAY SE BD BTWN TENNIS CENTRE ACCESS ROAD & SWAN STREET,2,ROAD
2495859.447,2410215.347,24866,23591,100416,DUDLEY ST NE OF KING ST,INTERSECTION,All Moves,KING ST/DUDLEY ST,5040,DUDLEY STREET,DUDLEY STREET,SCATS,1,2020,Scats,Less than 2 Years,12000,,,9589,2940,251,1,DUDLEY ST W BD BTWN PEEL ST & KING ST,1,ROAD
2495386.51,2410040.102,26442,52833,96323,SPENCER ST SEB BTW ROSSLYN ST & STANLEY ST,MIDBLOCK,All Moves,SPENCER ST NBTW ROSSLYN ST & STANLEY ST,9999,Missing Data,ADDERLEY STREET,APARX,3,2018,Classification,Between 2 and 5 Years,15000,800,0.05,1787,3069,464,1,SPENCER STREET SEBd btwn HAWKE STREET & DUDLEY STREET,3,ROAD
2497965.199,2409506.223,26569,49877,95703,WELLINGTON_PDE W of LANSDOWNE_ST,INTERSECTION,All Moves,WELLINGTON PDE/LANSDOWNE ST,9999,Missing Data,WELLINGTON PARADE,SCATS,1,2020,Scats,Less than 2 Years,10000,,,7132,139,1439,0,WELLINGTON PARADE E Bd btwn FLINDERS STREET & LANSDOWNE STREET,12,ROAD
2498100.861,2410195.983,26701,24757,101177,LANDSDOWNE ST S BD BTWN VICTORIA PDE & ALBERT ST,MIDBLOCK,All Moves,LANDSDOWNE ST BTWN VICTORIA PDE & ALBERT ST,5102,LANSDOWNE STREET,LANSDOWNE STREET,APARX,3,2018,Classification,Between 2 and 5 Years,5600,250,0.04,1821,3211,58,1,LANSDOWNE STREET S Bd btwn VICTORIA PARADE & ALBERT STREET,1,ROAD
2498106.639,2408637.165,27134,54131,95801,BATMAN AV NW OF SWAN ST,INTERSECTION,All Moves,OLYMPIC BVD/BATMAN AV,2997,BATMAN AVENUE TOLLWAY,BATMAN AVENUE,SCATS,1,2020,Scats,Less than 2 Years,10000,,,16022,2321,422,0,BATMAN AVENUE TOLLWAY SE BD BTWN TENNIS CENTRE ACCESS ROAD & SWAN STREET,2,ROAD
2497582.337,2409450.49,27521,23927,96065,FLINDERS ST NE OF EXHIBITION ST,INTERSECTION,All Moves,EXHIBITION ST/FLINDERS ST/BATMAN AV,9999,Missing Data,FLINDERS STREET,SCATS,1,2020,Scats,Less than 2 Years,8500,,,13986,7827,1439,1,FLINDERS STREET W Bd btwn WELLINGTON PARADE & BATMAN AVENUE FREEWAY,3,ROAD
2497562.646,2409460.687,27522,50128,96127,EXHIBITION ST NW OF FLINDERS ST,INTERSECTION,All Moves,EXHIBITION ST/FLINDERS ST/BATMAN AV,9999,Missing Data,EXHIBITION STREET,SCATS,1,2020,Scats,Less than 2 Years,11000,,,6313,7795,1517,1,EXHIBITION STREET S Bd btwn COLLINS STREET & BATMAN AVENUE FREEWAY,4,ROAD
2498106.131,2409486.652,27623,49007,103066,WELLINGTON PDE W OF JOLIMONT ST,INTERSECTION,All Moves,WELLINGTON PDE/JOLIMONT RD,5103,WELLINGTON PARADE,WELLINGTON PARADE,SCATS,1,2020,Scats,Less than 2 Years,17000,,,1421,3213,475,0,WELLINGTON PARADE E Bd btwn LANSDOWNE STREET & JOLIMONT ROAD,1,ROAD
2496114.136,2410424.666,28238,6279,130807,PEEL ST N BD N OF DUDLEY ST,INTERSECTION,All Moves,PEEL ST N OF DUDLEY ST,5065,PEEL STREET,PEEL STREET,MOTSV,3,2018,Manual,Between 2 and 5 Years,17000,,,9256,3091,465,0,PEEL STREET N Bd btwn DUDLEY STREET & VICTORIA STREET,1,ROAD
2496996.593,2410473.86,28309,11063,129251,LYGON ST N OF VICTORIA ST,INTERSECTION,All Moves,VICTORIA ST/LYGON ST/RUSSELL ST,9999,Missing Data,LYGON STREET,SCATS,1,2020,Scats,Less than 2 Years,9000,,,6784,8244,797,0,LYGON STREET S Bd btwn QUEENSBERRY STREET & VICTORIA STREET,15,ROAD
2497623.35,2410222.16,29174,1517,104079,NICHOLSON ST N OF ALBERT ST,INTERSECTION,All Moves,ALBERT ST/NICHOLSON ST/LONSDALE ST,9999,Missing Data,NICHOLSON STREET,SCATS,3,2018,Scats,Between 2 and 5 Years,,,,7001,8435,1658,1,NICHOLSON STREET S Bd btwn VICTORIA PARADE & ALBERT STREET,1,ROAD
2497236.862,2409000.261,29240,27776,103540,SWANSTON ST SE BD SE OF FLINDERS ST,INTERSECTION,All Moves,SWANSTON ST SE OF FLINDERS ST,9999,Missing Data,ST KILDA ROAD,MOTSV,3,2018,Manual,Between 2 and 5 Years,10000,180,0.02,15332,2675,1208,1,ST KILDA ROAD S Bd btwn FLINDERS STREET &,1.5,ROAD
2497845.565,2408701.79,29872,51614,96017,ALEXANDRA AVE NW OF SWAN ST,INTERSECTION,All Moves,ALEXANDRA AVE/SWAN ST BRIDGE,2240,YARRA BANK HIGHWAY,ALEXANDRA AVENUE,SCATS,1,2020,Scats,Less than 2 Years,,,,68,4664,5,0,ALEXANDRA AVE SE BD BTWN LINLITHGOW AVE & SWAN ST,7,ROAD
2497737.86,2410179.898,29884,23042,100777,(BIKE LANE) ALBERT ST EB 50M E OF MORRISON PL,INTERSECTION,Bicycle lane along road,ALBERT ST BTW MORRISON PL & LANSDOWN ST,9999,Missing Data,ALBERT STREET,ACBYC,1,2020,Bicycle,Less than 2 Years,750,,,5638,7207,1418,0,ALBERT STREET E Bd btwn LONSDALE STREET & GISBORNE STREET,8,ROAD
2496531.194,2409580.376,29927,962,104018,QUEEN ST N OF BOURKE ST,INTERSECTION,All Moves,QUEEN ST/BOURKE ST,9999,Missing Data,QUEEN STREET,SCATS,1,2020,Scats,Less than 2 Years,10000,,,6841,8579,726,1,QUEEN STREET S Bd btwn LONSDALE STREET & BOURKE STREET,2,ROAD
2495776.976,2409778.935,29940,24804,104442,LATROBE ST NE OF SPENCER ST,INTERSECTION,All Moves,SPENCER ST/LA TROBE ST,9999,Missing Data,LA TROBE STREET,SCATS,1,2020,Scats,Less than 2 Years,6000,,,13685,8175,1442,1,LATROBE STREET W Bd btwn KING STREET & SPENCER STREET,8,ROAD
2496312.936,2408753.322,30625,29518,129394,KINGS WAY S BD S OF FLINDERS ST (ON BRIDGE),INTERSECTION,All Moves,KINGS WAY S OF FLINDERS ST (ON BRIDGE),2510,PRINCES HIGHWAY EAST,KINGS WAY,MOTSV,3,2018,Manual,Between 2 and 5 Years,26000,540,0.02,15509,1897,1265,0,KINGS WAY SE BD BTWN ONRAMP FROM CROWN & SOUTHERN LINK TOLLWAY,6,ROAD
2496600.718,2408911.041,31238,8164,129255,QUEENSBRIDGE ST N OF SOUTHBANKBVD,INTERSECTION,All Moves,QUEENSBRIDGE ST/CASINO ACCESS,9999,Missing Data,QUEENS BRIDGE STREET,SCATS,1,2020,Scats,Less than 2 Years,12000,,,7370,8597,1449,1,QUEENSBRIDGE STREET S Bd btwn BANANA ALLEY & SOUTHBANK BOULEVARD,8,ROAD
2496600.262,2408955.421,31879,30802,120892,QUEENSBRIDGE ST S BD AT YARRA RIVER,INTERSECTION,All Moves,QUEENSBRIDGE ST S OF BANANA ALLEY,9999,Missing Data,QUEENS BRIDGE STREET,MOTSV,3,2018,Manual,Between 2 and 5 Years,15000,500,0.03,7370,8597,1449,1,QUEENSBRIDGE STREET S Bd btwn BANANA ALLEY & SOUTHBANK BOULEVARD,8,ROAD
2495950.249,2409817.413,33102,37381,136287,KING ST SE OF LA TROBE ST,INTERSECTION,All Moves,KING ST/LA TROBE ST,5041,KING STREET,KING STREET,SCATS,2,2019,Scats,Between 2 and 5 Years,24000,,,9028,2944,875,0,KING STREET N Bd btwn LONSDALE STREET & LATROBE STREET,4,ROAD
2497864.193,2410225.493,33918,4827,130920,GISBORNE ST N BD BTWN VICTORIA PDE & ALBERT ST,INTERSECTION,All Moves,GISBORNE ST BTWN VICTORIA PDE & ALBERT ST,9999,Missing Data,GISBORNE STREET,MOTSV,3,2018,Manual,Between 2 and 5 Years,5700,130,0.02,13411,7883,1248,0,GISBORNE STREET N Bd btwn ALBERT STREET & VICTORIA PARADE,9,ROAD
2497250.812,2410368.551,33924,6513,131026,EXHIBITION ST N BD S OF VICTORIA ST,INTERSECTION,All Moves,EXHIBITION ST S OF VICTORIA ST,9999,Missing Data,EXHIBITION STREET ALT,MOTSV,3,2018,Manual,Between 2 and 5 Years,6500,240,0.04,13393,7791,814,1,EXHIBITION STREET N Bd btwn EXHIBITION STREET & VICTORIA STREET,1,ROAD
2496600.262,2408955.421,34104,28276,121147,QUEENSBRIDGE ST N BD AT YARRA RIVER,INTERSECTION,All Moves,QUEENSBRIDGE ST S OF BANANA ALLEY,9999,Missing Data,QUEENS BRIDGE STREET,MOTSV,3,2018,Manual,Between 2 and 5 Years,12000,430,0.03,14715,8597,1449,0,QUEENSBRIDGE STREET N Bd btwn SOUTHBANK BOULEVARD & BANANA ALLEY,8,ROAD
2498100.861,2410195.983,34405,578,109282,LANDSDOWNE ST N BD BTWN VICTORIA PDE & ALBERT ST,MIDBLOCK,All Moves,LANDSDOWNE ST BTWN VICTORIA PDE & ALBERT ST,5102,LANSDOWNE STREET,LANSDOWNE STREET,APARX,3,2018,Classification,Between 2 and 5 Years,7100,380,0.05,9283,3211,58,0,LANSDOWNE STREET N Bd btwn ALBERT STREET & VICTORIA PARADE,2,ROAD
2497334.549,2410348.542,34658,9834,130867,LATROBE ST NE BD SW OF VICTORIA ST,INTERSECTION,All Moves,LATROBE ST NSW OF VICTORIA ST,9999,Missing Data,LA TROBE STREET,MOTSV,3,2018,Manual,Between 2 and 5 Years,5700,120,0.02,5810,8183,1442,0,LATROBE STREET E Bd btwn EXHIBITION STREET & VICTORIA STREET,11,ROAD
2498002.593,2410658.459,34764,31879,119882,BRUNSWICK ST N OF GERTRUDE ST,INTERSECTION,All Moves,BRUNSWICK ST/GERTRUDE ST,9999,Missing Data,BRUNSWICK STREET,SCATS,1,2020,Scats,Less than 2 Years,7500,,,5101,7445,664,1,BRUNSWICK STREET S Bd btwn JOHNSTON STREET & GERTRUDE STREET,2,ROAD
2497970.315,2408639.978,35597,38955,136327,SWAN ST BRIDGE W BD E OF ALEXANDRA AV,INTERSECTION,All Moves,SWAN ST BRIDGE E OF ALEXANDRA AV,2240,YARRA BANK HIGHWAY,OLYMPIC BOULEVARD,MOTSV,3,2018,Manual,Between 2 and 5 Years,20000,920,0.05,7767,4675,5,1,SWAN ST W BD BTWN BATMAN AVE TOLLWAY & ALEXANDRA AVE,1,ROAD
2496557.395,2409567.844,37109,30418,119986,BOURKE ST E OF QUEEN ST,INTERSECTION,All Moves,QUEEN ST/BOURKE ST,9999,Missing Data,BOURKE STREET,SCATS,2,2019,Scats,Between 2 and 5 Years,2600,,,12750,7408,1077,1,BOURKE STREET W Bd btwn ELIZABETH STREET & QUEEN STREET,1,ROAD
2496472.584,2410418.252,37391,34990,141703,ELIZABETH ST SE BD NW OF FRANKLIN ST,INTERSECTION,All Moves,ELIZABETH ST NNW OF FRANKLIN ST,9999,Missing Data,ELIZABETH STREET,MOTSV,3,2018,Manual,Between 2 and 5 Years,8100,190,0.02,6122,7752,683,1,ELIZABETH STREET S Bd btwn VICTORIA STREET & FRANKLIN STREET,1,ROAD
2495812.84,2410612.516,37622,32964,137407,VICTORIA ST E OF CHETWYND ST,INTERSECTION,All Moves,VICTORIA ST/CHETWYND ST,9999,Missing Data,VICTORIA STREET,SCATS,1,2020,Scats,Less than 2 Years,8600,,,14408,112,1234,1,VICTORIA STREET W Bd btwn PEEL STREET & CHETWYND STREET,1,ROAD
2497052.002,2410243.933,40832,33435,138121,LATROBE ST NE OF RUSSELL ST,INTERSECTION,All Moves,RUSSELL ST/LA TROBE ST,9999,Missing Data,LA TROBE STREET,SCATS,3,2018,Scats,Between 2 and 5 Years,,,,14067,8182,1442,1,LATROBE STREET W Bd btwn EXHIBITION STREET & RUSSELL STREET,2,ROAD
2496135.144,2410567.652,41046,35750,136597,VICTORIA ST E OF PEEL ST,INTERSECTION,All Moves,VICTORIA PDE/PEEL ST,5082,VICTORIA STREET,VICTORIA STREET,SCATS,1,2020,Scats,Less than 2 Years,13000,,,9072,3138,470,1,VICTORIA ST W BD BTWN ELIZABETH ST & PEEL ST,10,ROAD
2495818.919,2408797.708,41128,29529,139665,FLINDERS ST NE OF WURUNDJERI WAY,INTERSECTION,All Moves,WURUNDJERI WAY/FLINDERS ST/AURORA LANE,9999,Missing Data,FLINDERS STREET,SCATS,1,2020,Scats,Less than 2 Years,14000,,,13598,7817,1439,1,FLINDERS STREET W Bd btwn SPENCER STREET & WURUNDJERI WAY,12,ROAD
2495487.264,2410620.573,41585,36790,137426,HAWKE ST NE OF KING ST,INTERSECTION,All Moves,KING ST/HAWKE ST,9999,Missing Data,HAWKE STREET,SCATS,1,2020,Scats,Less than 2 Years,7300,,,6699,8001,1234,1,HAWKE STREET SWBd btwn VICTORIA STREET & KING STREET,3,ROAD
2496732.808,2410483.013,41832,39336,142288,VICTORIA ST W OF CARDIGAN ST,INTERSECTION,All Moves,VICTORIA ST/CARDIGAN ST/FRANKLIN ST,5082,VICTORIA STREET,VICTORIA STREET,SCATS,1,2020,Scats,Less than 2 Years,21000,,,1986,3142,470,0,VICTORIA ST E BD BTWN SWANSTON ST (EAST) & CARDIGAN ST,5,ROAD
2497113.753,2409277.833,41939,45689,144685,FLINDERS ST W OF SWANSTON ST,INTERSECTION,All Moves,SWANSTON ST/FLINDERS ST,9999,Missing Data,FLINDERS STREET,SCATS,2,2019,Scats,Between 2 and 5 Years,11000,,,15242,2474,1439,0,FLINDERS STREET E Bd btwn ELIZABETH STREET & ST KILDA ROAD,7.5,ROAD
2497370.08,2408634.265,42072,35843,142900,STKILDA RD SE OF CONCERT HALL,INTERSECTION,All Moves,ST KILDA RD NR CONCERT HALL,9999,Missing Data,SOUTHBANK BOULEVARD,SCATS,2,2019,Scats,Between 2 and 5 Years,10000,,,15704,2674,1208,0,ST KILDA ROAD N Bd btwn LINLITHGOW AVENUE &,1.5,ROAD
2498131.437,2408625.992,42633,36035,136689,SWAN ST E OF BATMAN AV,INTERSECTION,All Moves,OLYMPIC BVD/BATMAN AV,5287,SWAN STREET,OLYMPIC BOULEVARD,SCATS,1,2020,Scats,Less than 2 Years,17000,,,9962,3806,99,1,SWAN STREET W Bd btwn PUNT ROAD & BATMAN AVENUE FREEWAY,6,ROAD
2498146.598,2409374.348,42942,41764,136815,JOLIMONT RD S OF WELLINGTON PDE,INTERSECTION,All Moves,WELLINGTON PDE SOUTH/JOLIMONT RD,5125,JOLIMONT ROAD,JOLIMONT ROAD,SCATS,1,2020,Scats,Less than 2 Years,12000,,,9306,3298,272,0,JOLIMONT ROAD N Bd btwn BRUNTON AVENUE & WELLINGTON PARADE,1,ROAD
2497277.283,2410409.681,43742,32959,137288,VICTORIA ST E OF RATHDOWNE ST,INTERSECTION,All Moves,VICTORIA ST/RATHDOWNE ST/EXHIBITION ST,5082,VICTORIA STREET,VICTORIA STREET,SCATS,1,2020,Scats,Less than 2 Years,19000,,,9067,3146,470,1,VICTORIA ST W BD BTWN LATROBE ST & EXHIBITION ST (EAST),2,ROAD
2497627.673,2410255.405,43936,34648,141861,NICHOLSON ST S BD S OF VICTORIA PDE,INTERSECTION,All Moves,NICHOLSON ST S OF VICTORIA PDE,9999,Missing Data,NICHOLSON STREET,MOTSV,3,2018,Manual,Between 2 and 5 Years,8000,160,0.02,7001,8435,1658,1,NICHOLSON STREET S Bd btwn VICTORIA PARADE & ALBERT STREET,1,ROAD
2497870.824,2410275.493,44204,33492,141860,GISBORNE ST S BD BTWN VICTORIA PDE & ALBERT ST,INTERSECTION,All Moves,GISBORNE ST BTWN VICTORIA PDE & ALBERT ST,9999,Missing Data,GISBORNE STREET,MOTSV,3,2018,Manual,Between 2 and 5 Years,5300,80,0.02,6673,7883,1248,1,GISBORNE STREET S Bd btwn VICTORIA PARADE & ALBERT STREET,1,ROAD
2496438.771,2410510.242,44210,35499,137270,ELIZABETH ST SE OF VICTORIA ST,INTERSECTION,All Moves,ELIZABETH ST/VICTORIA ST,9999,Missing Data,ELIZABETH STREET,SCATS,1,2020,Scats,Less than 2 Years,5900,,,13588,7752,683,0,ELIZABETH STREET N Bd btwn FRANKLIN STREET & VICTORIA STREET,3,ROAD
2497334.549,2410348.542,44274,38864,141675,LATROBE ST SW BD SW OF VICTORIA ST,INTERSECTION,All Moves,LATROBE ST NSW OF VICTORIA ST,9999,Missing Data,LA TROBE STREET,MOTSV,3,2018,Manual,Between 2 and 5 Years,6100,110,0.02,13473,8183,1442,1,LATROBE STREET W Bd btwn VICTORIA STREET & EXHIBITION STREET,1,ROAD
2495455.615,2410029.177,44478,35569,139420,DUDLEY ST NE OF ADDERLEY ST,INTERSECTION,All Moves,DUDLEY ST/ADDERLEY ST,5040,DUDLEY STREET,DUDLEY STREET,SCATS,1,2020,Scats,Less than 2 Years,17000,,,9027,2938,251,1,DUDLEY ST W BD BTWN SPENCER ST & ADDERLEY ST,3,ROAD
